Date,Open,High,Low,Close,Volume,Open Interest,diffBwOpenAndLow
2018-03-12T00:00:00+0530,24443.6,24716.05,24358.5,24664.2,0,0,85.09999999999854
2018-03-13T00:00:00+0530,24624.6,25009.65,24597.55,24738.65,0,0,27.049999999999272
2018-03-14T00:00:00+0530,24629.65,24894.3,24487,24851.65,0,0,142.65000000000146
2018-03-20T00:00:00+0530,24133.95,24355.65,24082.95,24168.2,0,0,51
2018-03-26T00:00:00+0530,23674.9,24290.65,23657.05,24244.35,0,0,17.850000000002183
2018-03-27T00:00:00+0530,24396.4,24496.95,24266.4,24434.15,0,0,130
2018-04-02T00:00:00+0530,24235.65,24373.4,24062.95,24328.5,0,0,172.70000000000073
2018-04-03T00:00:00+0530,24285.95,24538,24254.35,24510.6,0,0,31.600000000002183
2018-04-05T00:00:00+0530,24394.45,24824.9,24380.85,24759.8,0,0,13.600000000002183
2018-04-06T00:00:00+0530,24776.35,24933.6,24626.4,24873.15,0,0,149.9499999999971
2018-04-09T00:00:00+0530,24848.85,25152.85,24828,25093.8,0,0,20.849999999998545
2018-04-10T00:00:00+0530,25153.6,25279.9,25120.2,25226.8,0,0,33.39999999999782
2018-04-12T00:00:00+0530,25076.9,25244.8,24969.4,25195.1,0,0,107.5
2018-04-16T00:00:00+0530,25082.1,25348.55,25067.35,25320.85,0,0,14.75
2018-04-24T00:00:00+0530,24972.2,25123.45,24955,25042.1,0,0,17.200000000000728
2018-04-26T00:00:00+0530,24833.2,25064,24753.4,25010.9,0,0,79.79999999999927
2018-04-27T00:00:00+0530,25030.15,25441.5,25029.65,25394.6,0,0,0.5
2018-04-30T00:00:00+0530,25490.15,25617.5,25464.8,25531.6,0,0,25.350000000002183
2018-05-03T00:00:00+0530,25547.9,25653.45,25469.05,25605.25,0,0,78.85000000000218
2018-05-04T00:00:00+0530,25632.3,25680.4,25537.7,25645.4,0,0,94.59999999999854
2018-05-07T00:00:00+0530,25676.25,25913.5,25675.15,25852.05,0,0,1.0999999999985448
2018-05-08T00:00:00+0530,26074.15,26116.25,25954.6,26090.5,0,0,119.55000000000291
2018-05-09T00:00:00+0530,25988.1,26206.5,25946.3,26154.45,0,0,41.79999999999927
2018-05-11T00:00:00+0530,26173.7,26437.25,26099.85,26413.15,0,0,73.85000000000218
2018-05-14T00:00:00+0530,26404.45,26565.4,26338.05,26475.15,0,0,66.40000000000146
2018-05-24T00:00:00+0530,25722.9,26073.1,25658.4,26016.8,0,0,64.5
2018-05-25T00:00:00+0530,26066.75,26325.55,26031.45,26273.55,0,0,35.29999999999927
2018-05-28T00:00:00+0530,26291.65,26713.65,26273.9,26614.25,0,0,17.75
2018-05-30T00:00:00+0530,26039.9,26405.45,25980.85,26327.8,0,0,59.05000000000291
2018-05-31T00:00:00+0530,26587,27164.55,26354.55,26956.2,0,0,232.45000000000073
2018-06-06T00:00:00+0530,26266.9,26425.2,26147.8,26367.6,0,0,119.10000000000218
2018-06-12T00:00:00+0530,26566.6,26656.45,26449.85,26607.1,0,0,116.75
2018-06-20T00:00:00+0530,26320.45,26574.75,26309.95,26557.7,0,0,10.5
2018-06-22T00:00:00+0530,26518.4,26806.55,26364.25,26766.85,0,0,154.15000000000146
2018-06-26T00:00:00+0530,26495.65,26712.6,26479.65,26601.7,0,0,16
2018-06-29T00:00:00+0530,26312.7,26465,26291.35,26364.2,0,0,21.350000000002183
2018-07-04T00:00:00+0530,26249.25,26480.5,26132.9,26433.95,0,0,116.34999999999854
2018-07-05T00:00:00+0530,26481.55,26598.45,26415.2,26503.3,0,0,66.34999999999854
2018-07-06T00:00:00+0530,26427.55,26609.85,26410,26493.85,0,0,17.549999999999272
2018-07-09T00:00:00+0530,26642.35,26781.2,26611.55,26753.3,0,0,30.799999999999272
2018-07-10T00:00:00+0530,26844.55,26939.55,26778.5,26894.55,0,0,66.04999999999927
2018-07-12T00:00:00+0530,26937.5,27164.8,26936.05,27026.55,0,0,1.4500000000007276
2018-07-17T00:00:00+0530,26662.85,27041.35,26653.65,27008.1,0,0,9.19999999999709
2018-07-20T00:00:00+0530,26764.4,26946.55,26718.6,26873.2,0,0,45.80000000000291
2018-07-23T00:00:00+0530,26701.3,27040.1,26671.35,27008.15,0,0,29.950000000000728
2018-07-25T00:00:00+0530,26992.55,27074,26939.35,27031.3,0,0,53.20000000000073
2018-07-26T00:00:00+0530,27054.7,27455.1,27045.05,27406.4,0,0,9.650000000001455
2018-07-27T00:00:00+0530,27497.8,27661.05,27455,27634.4,0,0,42.79999999999927
2018-07-30T00:00:00+0530,27767.65,27873.7,27607.95,27842.6,0,0,159.70000000000073
2018-08-03T00:00:00+0530,27471.95,27723,27448.15,27695.5,0,0,23.799999999999272
2018-08-06T00:00:00+0530,27769.55,27994,27766.05,27898.5,0,0,3.5
2018-08-08T00:00:00+0530,27930.55,28128.65,27858.75,28062.45,0,0,71.79999999999927
2018-08-09T00:00:00+0530,28173.65,28363.4,28132,28320,0,0,41.650000000001455
2018-08-13T00:00:00+0530,27760.8,27911.85,27739.5,27794.4,0,0,21.299999999999272
2018-08-14T00:00:00+0530,27864.4,28053.05,27854.9,28021.7,0,0,9.5
2018-08-17T00:00:00+0530,27991.75,28178.15,27953.8,28128.55,0,0,37.95000000000073
2018-08-20T00:00:00+0530,28171.65,28322.3,28171.65,28274.25,0,0,0
2018-08-27T00:00:00+0530,27971.25,28317.75,27958.2,28264.2,0,0,13.049999999999272
2018-08-31T00:00:00+0530,27998,28157.35,27940.95,28061.75,0,0,57.04999999999927
2018-09-06T00:00:00+0530,27464.25,27552.8,27246.25,27468.7,0,0,218
2018-09-07T00:00:00+0530,27439.25,27512.5,27232.8,27481.45,0,0,206.45000000000073
2018-09-14T00:00:00+0530,27059.85,27205.75,26989.8,27163.85,0,0,70.04999999999927
2018-09-25T00:00:00+0530,24947.7,25406.95,24678.25,25330.35,0,0,269.4500000000007
2018-10-01T00:00:00+0530,24943.9,25412.15,24707.65,25367,0,0,236.25
2018-10-04T00:00:00+0530,24735.15,24893.4,24501.05,24819.3,0,0,234.10000000000218
2018-10-08T00:00:00+0530,24470.75,24745.35,24240.05,24618.35,0,0,230.70000000000073
2018-10-10T00:00:00+0530,24596.6,25371.15,24559.9,25321.7,0,0,36.69999999999709
2018-10-11T00:00:00+0530,24541.75,24940.1,24493.7,24783.95,0,0,48.04999999999927
2018-10-12T00:00:00+0530,25001.95,25484.2,24975.45,25395.85,0,0,26.5
2018-10-16T00:00:00+0530,25414.2,25707.05,25351.8,25589.65,0,0,62.400000000001455
2018-10-19T00:00:00+0530,24966.5,25277.9,24922.65,25085.8,0,0,43.849999999998545
2018-10-23T00:00:00+0530,24786.9,25124.6,24784.9,24972.45,0,0,2
2018-10-29T00:00:00+0530,24647.95,25023.75,24404.55,24959.7,0,0,243.40000000000146
2018-10-31T00:00:00+0530,24823.8,25201.3,24528.35,25153.25,0,0,295.4500000000007
2018-11-01T00:00:00+0530,25285.2,25401.6,25129.45,25323.65,0,0,155.75
2018-11-02T00:00:00+0530,25545.35,25856.25,25499.15,25701.65,0,0,46.19999999999709
2018-11-05T00:00:00+0530,25731.55,25788.2,25534.4,25732.2,0,0,197.14999999999782
2018-11-09T00:00:00+0530,25742.55,25822.75,25598.75,25771,0,0,143.79999999999927
2018-11-13T00:00:00+0530,25422,25796.5,25384.55,25768.6,0,0,37.45000000000073
2018-11-15T00:00:00+0530,25946.2,26197.6,25728,26154.75,0,0,218.20000000000073
2018-11-16T00:00:00+0530,26205.35,26332.75,26122.55,26245.55,0,0,82.79999999999927
2018-11-21T00:00:00+0530,26105.45,26342.05,26060.55,26262.05,0,0,44.900000000001455
2018-11-26T00:00:00+0530,26096,26396.6,26025.05,26365.6,0,0,70.95000000000073
2018-11-27T00:00:00+0530,26286.1,26491.25,26268.65,26443.1,0,0,17.44999999999709
2018-11-29T00:00:00+0530,26641.6,27003.75,26577.15,26939.6,0,0,64.44999999999709
2018-12-07T00:00:00+0530,26307.4,26659.7,26252.1,26594.3,0,0,55.30000000000291
2018-12-10T00:00:00+0530,26073.65,26336.2,26072,26102.65,0,0,1.6500000000014552
2018-12-11T00:00:00+0530,25602.25,26227.9,25598.95,26163.4,0,0,3.2999999999992724
2018-12-12T00:00:00+0530,26286.25,26672.7,26214.75,26643.85,0,0,71.5
2018-12-14T00:00:00+0530,26810.85,26909,26732.7,26826,0,0,78.14999999999782
2018-12-17T00:00:00+0530,26915.45,27051.4,26908.6,27015.8,0,0,6.850000000002183
2018-12-18T00:00:00+0530,26917.3,27210.05,26840.8,27174.7,0,0,76.5
2018-12-19T00:00:00+0530,27229.05,27364.35,27214.3,27298.4,0,0,14.75
2018-12-20T00:00:00+0530,27128.65,27309.1,27084.5,27275.1,0,0,44.150000000001455
2018-12-26T00:00:00+0530,26634,27029.15,26408.15,26986.8,0,0,225.84999999999854
2018-12-28T00:00:00+0530,27048.4,27213.45,27039.6,27125.25,0,0,8.80000000000291
2019-01-01T00:00:00+0530,27231.4,27430.55,27019.05,27392.4,0,0,212.35000000000218
2019-01-04T00:00:00+0530,26999.7,27274.5,26926.1,27195,0,0,73.60000000000218
2019-01-08T00:00:00+0530,27301.9,27542.4,27161.95,27509.5,0,0,139.95000000000073
2019-01-09T00:00:00+0530,27651.25,27754.45,27409.5,27720.4,0,0,241.75
2019-01-15T00:00:00+0530,27317.55,27447.55,27317.1,27400.75,0,0,0.4500000000007276
2019-01-16T00:00:00+0530,27405.65,27554.75,27403.05,27483.7,0,0,2.600000000002183
2019-01-21T00:00:00+0530,27514.55,27622.2,27388.5,27533.6,0,0,126.04999999999927
2019-01-30T00:00:00+0530,26789.75,26916.25,26693.7,26825.5,0,0,96.04999999999927
2019-01-31T00:00:00+0530,26969.15,27325.05,26891.05,27295.45,0,0,78.10000000000218
2019-02-04T00:00:00+0530,26974,27243.8,26825.55,27186.6,0,0,148.45000000000073
2019-02-05T00:00:00+0530,27226.05,27348.25,27153.2,27271.7,0,0,72.84999999999854
2019-02-06T00:00:00+0530,27326.2,27428.65,27294.1,27402.35,0,0,32.10000000000218
2019-02-19T00:00:00+0530,26666.55,26996.45,26625.6,26684.85,0,0,40.95000000000073
2019-02-20T00:00:00+0530,26786,26985.5,26732.65,26955.5,0,0,53.349999999998545
2019-02-21T00:00:00+0530,26994.75,27100.9,26973,27052.4,0,0,21.75
2019-02-25T00:00:00+0530,26934.2,27197.1,26932.65,27159.25,0,0,1.5499999999992724
2019-02-26T00:00:00+0530,26853.8,27127.25,26736.6,26952.95,0,0,117.20000000000073
2019-03-01T00:00:00+0530,26941,27076.55,26928.9,27043.9,0,0,12.099999999998545
2019-03-05T00:00:00+0530,27068.15,27580.75,26958.1,27554.05,0,0,110.05000000000291
2019-03-06T00:00:00+0530,27618.1,27681.65,27492.05,27625.65,0,0,126.04999999999927
2019-03-07T00:00:00+0530,27661,27815.5,27560,27764.6,0,0,101
2019-03-08T00:00:00+0530,27686.15,27811.35,27645.4,27761.8,0,0,40.75
2019-03-11T00:00:00+0530,27840.1,28035.6,27791.25,27966.65,0,0,48.849999999998545
2019-03-12T00:00:00+0530,28168.2,28488.1,28142.25,28443.7,0,0,25.950000000000728
2019-03-13T00:00:00+0530,28480.3,28927.7,28353.65,28884.3,0,0,126.64999999999782
2019-03-15T00:00:00+0530,29007,29520.7,28990.85,29381.45,0,0,16.150000000001455
2019-03-18T00:00:00+0530,29521.6,29812,29361.65,29596.1,0,0,159.9499999999971
2019-03-19T00:00:00+0530,29702.6,29799.75,29547.7,29767.85,0,0,154.89999999999782
2019-03-20T00:00:00+0530,29769.65,29885.2,29633.5,29832.2,0,0,136.15000000000146
2019-03-26T00:00:00+0530,29300.4,29950.15,29278.5,29882.15,0,0,21.900000000001455
2019-03-28T00:00:00+0530,30064.8,30496.05,29969.1,30420.55,0,0,95.70000000000073
2019-04-05T00:00:00+0530,30002.85,30174,29850,30084.65,0,0,152.84999999999854
2019-04-09T00:00:00+0530,29901.5,30165.05,29703.55,30113.85,0,0,197.95000000000073
2019-04-12T00:00:00+0530,29780.55,30000.95,29707,29938.55,0,0,73.54999999999927
2019-04-15T00:00:00+0530,29983.5,30163.1,29919.1,30104.25,0,0,64.40000000000146
2019-04-16T00:00:00+0530,30236.25,30590.95,30228.2,30531.35,0,0,8.049999999999272
2019-04-24T00:00:00+0530,29550.5,29914.85,29435.05,29860.8,0,0,115.45000000000073
2019-04-26T00:00:00+0530,29764.85,30048.2,29563.15,30013.5,0,0,201.6999999999971
2019-05-02T00:00:00+0530,29699.8,29919.35,29638.8,29708.6,0,0,61
2019-05-03T00:00:00+0530,29811.65,30121.75,29795.1,29954.15,0,0,16.55000000000291
2019-05-10T00:00:00+0530,28927.6,29202.85,28900.1,29040.5,0,0,27.5
2019-05-14T00:00:00+0530,28718.75,29058.3,28582.6,28829.2,0,0,136.15000000000146
2019-05-16T00:00:00+0530,28625.9,28947.6,28525.45,28855.3,0,0,100.45000000000073
2019-05-17T00:00:00+0530,28881.4,29559.45,28856,29450.15,0,0,25.400000000001455
2019-05-20T00:00:00+0530,30230.4,30827.85,30111.2,30759.7,0,0,119.20000000000073
2019-05-22T00:00:00+0530,30410.65,30675.1,30268.6,30526.8,0,0,142.0500000000029
2019-05-24T00:00:00+0530,30685.5,31275.4,30564.4,31212.55,0,0,121.09999999999854
2019-05-27T00:00:00+0530,31234.9,31700.75,31142.5,31647.65,0,0,92.40000000000146
2019-05-30T00:00:00+0530,31256.85,31619.25,31236.1,31537.1,0,0,20.75
2019-06-03T00:00:00+0530,31406.05,31674.6,31284.7,31653.65,0,0,121.34999999999854
2019-06-04T00:00:00+0530,31532.9,31752.7,31512.95,31589.05,0,0,19.950000000000728
2019-06-07T00:00:00+0530,30943.15,31139.6,30627.05,31066.55,0,0,316.1000000000022
2019-06-11T00:00:00+0530,31172.25,31399.35,30973.35,31265.45,0,0,198.90000000000146
2019-06-13T00:00:00+0530,30876.75,31036.9,30638.25,30976.1,0,0,238.5
2019-06-18T00:00:00+0530,30299.45,30550.65,30222.85,30351,0,0,76.60000000000218
2019-06-20T00:00:00+0530,30390.2,30824.55,30220.7,30781.1,0,0,169.5
2019-06-25T00:00:00+0530,30567.65,30913.25,30451.4,30847.05,0,0,116.25
2019-06-26T00:00:00+0530,30809.2,31202.7,30766.65,31162.35,0,0,42.54999999999927
2019-06-27T00:00:00+0530,31192.1,31490.6,31158.8,31269.5,0,0,33.29999999999927
2019-07-01T00:00:00+0530,31271,31450.35,31246.45,31372.2,0,0,24.549999999999272
2019-07-03T00:00:00+0530,31347.7,31467.15,31238.5,31382.3,0,0,109.20000000000073
2019-07-04T00:00:00+0530,31471,31608.35,31428.05,31471.85,0,0,42.95000000000073
2019-07-09T00:00:00+0530,30533.4,30702.1,30346.7,30569.15,0,0,186.70000000000073
2019-07-11T00:00:00+0530,30707,30788.05,30565.35,30716.55,0,0,141.65000000000146
2019-07-16T00:00:00+0530,30532.65,30635,30429.9,30570.8,0,0,102.75
2019-07-17T00:00:00+0530,30622.25,30799.7,30568.3,30735.5,0,0,53.95000000000073
2019-07-25T00:00:00+0530,28981.05,29240.8,28931.05,29043.05,0,0,50
2019-07-26T00:00:00+0530,29062.5,29379.1,28994.5,29325.3,0,0,68
2019-07-31T00:00:00+0530,28575.45,28979.75,28529.75,28876,0,0,45.70000000000073
2019-08-06T00:00:00+0530,27518.5,28148.4,27503.9,28022.1,0,0,14.599999999998545
2019-08-08T00:00:00+0530,27840.1,28227.55,27531.05,28110.45,0,0,309.0499999999993
2019-08-09T00:00:00+0530,28293.65,28602.75,28251.75,28431.9,0,0,41.900000000001455
2019-08-14T00:00:00+0530,27885.5,28107.05,27726.65,28019.2,0,0,158.84999999999854
2019-08-16T00:00:00+0530,27920.3,28251.05,27720.95,28217,0,0,199.34999999999854
2019-08-23T00:00:00+0530,26835.35,27207.3,26560.6,26958.65,0,0,274.75
2019-08-26T00:00:00+0530,27663.95,27995.25,26859.35,27951.35,0,0,804.6000000000022
2019-08-27T00:00:00+0530,28106.3,28277.7,27960.8,28126.15,0,0,145.5
2019-08-30T00:00:00+0530,27407.9,27586.5,27121.95,27427.85,0,0,285.9500000000007
2019-09-04T00:00:00+0530,26785.95,27278.7,26641.35,27123.85,0,0,144.60000000000218
2019-09-06T00:00:00+0530,26986.5,27311.05,26950.55,27247.9,0,0,35.95000000000073
2019-09-09T00:00:00+0530,27240.35,27565.55,26993.9,27504.65,0,0,246.4499999999971
2019-09-11T00:00:00+0530,27639.05,27829.65,27551.65,27776.2,0,0,87.39999999999782
2019-09-13T00:00:00+0530,27772,28126.85,27573.45,28098.75,0,0,198.54999999999927
2019-09-20T00:00:00+0530,26878.65,29418.95,26727.55,28981.55,0,0,151.10000000000218
2019-09-23T00:00:00+0530,30039.4,30801.3,29776.3,30566.2,0,0,263.1000000000022
2019-09-26T00:00:00+0530,29640.55,30718.35,29627,30002.6,0,0,13.549999999999272
2019-10-09T00:00:00+0530,27901.65,28857.7,27702.05,28785.85,0,0,199.60000000000218
2019-10-15T00:00:00+0530,28257.85,28694.85,28186.25,28555.1,0,0,71.59999999999854
2019-10-17T00:00:00+0530,28596.35,29049.05,28487.95,28989.45,0,0,108.39999999999782
2019-10-18T00:00:00+0530,28954.8,29249.5,28864.1,29120.25,0,0,90.70000000000073
2019-10-25T00:00:00+0530,29228.65,29452.1,28923.8,29395.95,0,0,304.8500000000022
2019-10-29T00:00:00+0530,29527.6,29997.65,29385.45,29873.05,0,0,142.14999999999782
2019-11-01T00:00:00+0530,30196.15,30409,30028.9,30330.55,0,0,167.25
2019-11-06T00:00:00+0530,30225.2,30699,30013.65,30609.6,0,0,211.54999999999927
2019-11-08T00:00:00+0530,30571.3,31108.4,30504.05,30749.4,0,0,67.25
2019-11-11T00:00:00+0530,30664.65,31205.2,30625.8,31115.55,0,0,38.85000000000218
2019-11-14T00:00:00+0530,30615.8,30789.2,30338.35,30749.95,0,0,277.4500000000007
2019-11-15T00:00:00+0530,30912.4,31165.45,30860.7,31008.4,0,0,51.70000000000073
2019-11-19T00:00:00+0530,31045.15,31298.05,30974.3,31236.25,0,0,70.85000000000218
2019-11-20T00:00:00+0530,31292.35,31471.65,31205.55,31353.85,0,0,86.79999999999927
2019-11-25T00:00:00+0530,31065.1,31591.6,31049.75,31555.9,0,0,15.349999999998545
2019-11-26T00:00:00+0530,31692.85,31850.35,31465.85,31718.35,0,0,227
2019-11-27T00:00:00+0530,31832.75,31916.8,31734.5,31875.95,0,0,98.25
2019-11-28T00:00:00+0530,31981.7,32157.05,31905.9,32122.95,0,0,75.79999999999927
2019-12-04T00:00:00+0530,31549.3,32017.75,31444,31979.3,0,0,105.29999999999927
2019-12-11T00:00:00+0530,31151.65,31337.85,30996.4,31256.75,0,0,155.25
2019-12-12T00:00:00+0530,31356.8,31711.45,31352.1,31665.45,0,0,4.700000000000728
2019-12-13T00:00:00+0530,31775.55,32105.05,31770.5,32014.25,0,0,5.049999999999272
2019-12-17T00:00:00+0530,32082.4,32213.35,31987.35,32140.25,0,0,95.05000000000291
2019-12-20T00:00:00+0530,32266.85,32443.35,32199.45,32384.95,0,0,67.39999999999782
2019-12-27T00:00:00+0530,32142.5,32444.85,32056.25,32412.35,0,0,86.25
2020-01-02T00:00:00+0530,32133.15,32465.45,32121.4,32443.85,0,0,11.75
2020-01-08T00:00:00+0530,30995.5,31451.85,30899.55,31373.65,0,0,95.95000000000073
2020-01-09T00:00:00+0530,31748.25,32172.7,31667.15,32092.4,0,0,81.09999999999854
2020-01-13T00:00:00+0530,32139.1,32322.65,32074.05,32177.65,0,0,65.04999999999927
2020-01-16T00:00:00+0530,31810.55,31988.9,31692.4,31853.9,0,0,118.14999999999782
2020-01-17T00:00:00+0530,31571.65,31773.55,31445.5,31590.65,0,0,126.15000000000146
2020-01-23T00:00:00+0530,30742.2,31087.25,30621.35,31004.05,0,0,120.85000000000218
2020-01-24T00:00:00+0530,31040.1,31375.45,30879.05,31241.75,0,0,161.04999999999927
2020-02-03T00:00:00+0530,29811.75,30105.8,29612.55,30023.25,0,0,199.20000000000073
2020-02-04T00:00:00+0530,30235.3,30776.95,30182.45,30686.7,0,0,52.849999999998545
2020-02-05T00:00:00+0530,30761.95,31065.85,30630.85,31001.95,0,0,131.10000000000218
2020-02-06T00:00:00+0530,31070.75,31470.65,30917.25,31304.05,0,0,153.5
2020-02-11T00:00:00+0530,31230.2,31505.95,31225.9,31300.6,0,0,4.299999999999272
2020-02-12T00:00:00+0530,31441.15,31588.6,31398.15,31492.9,0,0,43
2020-02-20T00:00:00+0530,30862.3,31085.3,30702.45,30942.85,0,0,159.84999999999854
2020-02-26T00:00:00+0530,30279.95,30515.35,30131.75,30306.85,0,0,148.20000000000073
2020-03-03T00:00:00+0530,29012.55,29285.35,28749.55,29177.05,0,0,263
2020-03-06T00:00:00+0530,27649.95,28047.2,27162.3,27801.45,0,0,487.65000000000146
2020-03-11T00:00:00+0530,26272.75,26791.45,26234.1,26487.8,0,0,38.650000000001455
2020-03-13T00:00:00+0530,22720.75,25670.75,21351.7,25166.45,0,0,1369.0499999999993
2020-03-19T00:00:00+0530,19428.95,21035.05,18675.65,20083.5,0,0,753.2999999999993
2020-03-20T00:00:00+0530,19898.3,20924.55,19265,20317.6,0,0,633.2999999999993
2020-03-25T00:00:00+0530,16759.95,18740.2,16635.5,18481.05,0,0,124.45000000000073
2020-03-26T00:00:00+0530,18781.85,20409.35,18364.5,19613.9,0,0,417.34999999999854
2020-04-07T00:00:00+0530,18454.55,19190.55,17953.75,19062.5,0,0,500.7999999999993
2020-04-08T00:00:00+0530,18799.4,20324.1,18482.9,18946.45,0,0,316.5
2020-04-09T00:00:00+0530,19553.15,19988.3,19166.9,19913.6,0,0,386.25
2020-04-16T00:00:00+0530,18957.15,19520.3,18703.45,19400,0,0,253.70000000000073
2020-04-17T00:00:00+0530,20394.75,20866.55,19729.3,20681.45,0,0,665.4500000000007
2020-04-22T00:00:00+0530,19306.95,19806.35,19051.95,19701.85,0,0,255
2020-04-23T00:00:00+0530,19871.35,20356.5,19584.4,20267.95,0,0,286.9499999999971
2020-04-27T00:00:00+0530,19870.8,20224.75,19847.65,20081.15,0,0,23.149999999997817
2020-04-28T00:00:00+0530,20436.6,20751.3,20260.8,20671.1,0,0,175.79999999999927
2020-04-29T00:00:00+0530,20440.4,21348.15,20393.65,21090.2,0,0,46.75
2020-05-06T00:00:00+0530,19302.45,19806.6,18941,19694.55,0,0,361.4500000000007
2020-05-12T00:00:00+0530,18751.4,18993.4,18287,18862.85,0,0,464.40000000000146
2020-05-20T00:00:00+0530,17486.5,18002.65,17407.7,17840.2,0,0,78.79999999999927
2020-05-27T00:00:00+0530,17603.4,18874.25,17560.35,18710.55,0,0,43.05000000000291
2020-05-28T00:00:00+0530,18924.45,19455.55,18818.95,19169.8,0,0,105.5
2020-05-29T00:00:00+0530,18962,19358.05,18729.9,19297.25,0,0,232.09999999999854
2020-06-01T00:00:00+0530,19728.9,20225.35,19632.9,19959.9,0,0,96
2020-06-02T00:00:00+0530,20120.6,20615.75,19852.55,20530.2,0,0,268.0499999999993
2020-06-05T00:00:00+0530,20516.4,21198.7,20425.05,21034.5,0,0,91.35000000000218
2020-06-10T00:00:00+0530,20760.95,21251.45,20671.55,21100.1,0,0,89.40000000000146
2020-06-12T00:00:00+0530,19529.3,20747.7,19526.1,20654.55,0,0,3.2000000000007276
2020-06-17T00:00:00+0530,20137.45,20627.9,19978.15,20201.75,0,0,159.29999999999927
2020-06-18T00:00:00+0530,20137.6,21028.35,20030.35,20956.3,0,0,107.25
2020-06-19T00:00:00+0530,20970.1,21467.65,20878.25,21338.1,0,0,91.84999999999854
2020-06-22T00:00:00+0530,21491.55,22078.25,21425.55,21708.35,0,0,66
2020-06-23T00:00:00+0530,21859.25,22322.3,21647.8,22264.9,0,0,211.45000000000073
2020-06-25T00:00:00+0530,21218.05,21703.5,20926.45,21506.15,0,0,291.59999999999854
2020-06-29T00:00:00+0530,21291.55,21440.05,21026.45,21359,0,0,265.09999999999854
2020-07-01T00:00:00+0530,21354.1,22061.6,21281.85,21977.6,0,0,72.25
2020-07-07T00:00:00+0530,22254.3,22674.5,22040.35,22628,0,0,213.95000000000073
2020-07-09T00:00:00+0530,22753.15,22998.3,22673.4,22907.2,0,0,79.75
2020-07-16T00:00:00+0530,21453.25,21671.25,21027.85,21597.15,0,0,425.40000000000146
2020-07-17T00:00:00+0530,21608.05,22065,21550.8,21966.8,0,0,57.25
2020-07-20T00:00:00+0530,22307.3,22520.45,22187.8,22321.85,0,0,119.5
2020-07-21T00:00:00+0530,22639.85,22861.9,22597.95,22782,0,0,41.89999999999782
2020-07-23T00:00:00+0530,22854.85,23122.35,22734.9,23083.9,0,0,119.94999999999709
2020-07-28T00:00:00+0530,21940.15,22233,21611.4,22105.2,0,0,328.75
2020-07-29T00:00:00+0530,22075,22346.4,21906.35,22076.6,0,0,168.65000000000146
2020-08-04T00:00:00+0530,21248.25,21576.35,21057.75,21490.5,0,0,190.5
2020-08-07T00:00:00+0530,21620.25,21787.25,21451.3,21754,0,0,168.95000000000073
2020-08-10T00:00:00+0530,21824.9,22071.95,21795.1,21900.25,0,0,29.80000000000291
2020-08-11T00:00:00+0530,22050.2,22277.6,22039.85,22227.2,0,0,10.350000000002183
2020-08-12T00:00:00+0530,22135.95,22326.55,21990.2,22264,0,0,145.75
2020-08-18T00:00:00+0530,21702,22227.75,21629.4,22170.6,0,0,72.59999999999854
2020-08-20T00:00:00+0530,21989.9,22079.9,21886.7,21999.45,0,0,103.20000000000073
