Date,Open,High,Low,Close,Volume,Open Interest
2018-01-01T00:00:00+0530,25565.75,25588,25271.55,25318.1,0,0
2018-01-02T00:00:00+0530,25382.2,25425.5,25232.8,25338.25,0,0
2018-01-03T00:00:00+0530,25425.75,25454.9,25300.9,25318.6,0,0
2018-01-04T00:00:00+0530,25367.65,25490.35,25310.3,25462.6,0,0
2018-01-05T00:00:00+0530,25524.45,25643.35,25499.55,25601.85,0,0
2018-01-08T00:00:00+0530,25690.25,25771.5,25643.8,25676.1,0,0
2018-01-09T00:00:00+0530,25727.95,25803.8,25617.25,25703.8,0,0
2018-01-10T00:00:00+0530,25709.9,25717.6,25527.5,25617.3,0,0
2018-01-11T00:00:00+0530,25628.2,25694.65,25532.25,25660.9,0,0
2018-01-12T00:00:00+0530,25732.4,25775.15,25557.6,25749.05,0,0
2018-01-15T00:00:00+0530,25858.15,26091.8,25842.95,26069.2,0,0
2018-01-16T00:00:00+0530,26129.15,26136.4,25931.7,25974.9,0,0
2018-01-17T00:00:00+0530,25946.15,26335.85,25922.3,26289.1,0,0
2018-01-18T00:00:00+0530,26762.25,26887.65,26423.75,26537.4,0,0
2018-01-19T00:00:00+0530,26615.65,26957.85,26433.55,26909.5,0,0
2018-01-22T00:00:00+0530,26940.5,27074.9,26841.2,27041.2,0,0
2018-01-23T00:00:00+0530,27089.95,27422.05,27066.15,27390.6,0,0
2018-01-24T00:00:00+0530,27310.15,27479.25,27219.45,27398.55,0,0
2018-01-25T00:00:00+0530,27414.1,27522.85,27151.75,27445.65,0,0
2018-01-29T00:00:00+0530,27446.1,27652.05,27407.4,27498.45,0,0
2018-01-30T00:00:00+0530,27466.85,27470.25,27242.05,27269.05,0,0
2018-01-31T00:00:00+0530,27136.25,27455.75,27116.95,27379.45,0,0
2018-02-01T00:00:00+0530,27334.85,27613.5,27046.35,27220.7,0,0
2018-02-02T00:00:00+0530,27017.4,27017.55,26364.05,26451.15,0,0
2018-02-05T00:00:00+0530,25968.15,26215.1,25917.55,26098.75,0,0
2018-02-06T00:00:00+0530,25140.1,26140.6,25023.85,25811.3,0,0
2018-02-07T00:00:00+0530,26065.4,26078.4,25558.05,25670,0,0
2018-02-08T00:00:00+0530,25759.85,26126.4,25637.4,25920.65,0,0
2018-02-09T00:00:00+0530,25466.3,25598.3,25371,25463.65,0,0
2018-02-12T00:00:00+0530,25530.1,25757.85,25485.4,25701.6,0,0
2018-02-14T00:00:00+0530,25810.25,25810.25,25212.35,25341.25,0,0
2018-02-15T00:00:00+0530,25360.9,25615.15,25295.15,25424.35,0,0
2018-02-16T00:00:00+0530,25511.95,25601,25100.9,25163.9,0,0
2018-02-19T00:00:00+0530,25324.6,25326.05,24824.55,25058.55,0,0
2018-02-20T00:00:00+0530,25105.55,25158.1,24829,24874.4,0,0
2018-02-21T00:00:00+0530,24996.6,24999.7,24796.35,24936.7,0,0
2018-02-22T00:00:00+0530,24812.7,24987.05,24781.7,24955.2,0,0
2018-02-23T00:00:00+0530,25002.25,25345.15,24962.85,25302.5,0,0
2018-02-26T00:00:00+0530,25452,25722.15,25381.2,25687.9,0,0
2018-02-27T00:00:00+0530,25684.6,25723.55,25356.4,25383.6,0,0
2018-02-28T00:00:00+0530,25116.25,25192.95,24942,25107.4,0,0
2018-03-01T00:00:00+0530,25022.35,25226.05,24854.4,24902.55,0,0
2018-03-05T00:00:00+0530,24831.35,24873.05,24682,24818.7,0,0
2018-03-06T00:00:00+0530,24964.1,25040.25,24362.05,24448.45,0,0
2018-03-07T00:00:00+0530,24333.85,24373.4,24096.75,24134.1,0,0
2018-03-08T00:00:00+0530,24273.9,24534.5,24048.55,24477.65,0,0
2018-03-09T00:00:00+0530,24556.95,24564.75,24259.7,24296.45,0,0
2018-03-12T00:00:00+0530,24443.6,24716.05,24358.5,24664.2,0,0
2018-03-13T00:00:00+0530,24624.6,25009.65,24597.55,24738.65,0,0
2018-03-14T00:00:00+0530,24629.65,24894.3,24487,24851.65,0,0
2018-03-15T00:00:00+0530,24854.3,24939.85,24732,24791.85,0,0
2018-03-16T00:00:00+0530,24753.65,24785.35,24439.15,24489.55,0,0
2018-03-19T00:00:00+0530,24530.15,24588.05,24186.95,24245.1,0,0
2018-03-20T00:00:00+0530,24133.95,24355.65,24082.95,24168.2,0,0
2018-03-21T00:00:00+0530,24331.3,24459.75,24208.65,24255.6,0,0
2018-03-22T00:00:00+0530,24252.95,24314.4,24094.85,24141.5,0,0
2018-03-23T00:00:00+0530,23785.65,23796.3,23605.6,23670.4,0,0
2018-03-26T00:00:00+0530,23674.9,24290.65,23657.05,24244.35,0,0
2018-03-27T00:00:00+0530,24396.4,24496.95,24266.4,24434.15,0,0
2018-03-28T00:00:00+0530,24299.5,24361,24203.4,24263.35,0,0
2018-04-02T00:00:00+0530,24235.65,24373.4,24062.95,24328.5,0,0
2018-04-03T00:00:00+0530,24285.95,24538,24254.35,24510.6,0,0
2018-04-04T00:00:00+0530,24502.5,24666.3,24087.8,24129.5,0,0
2018-04-05T00:00:00+0530,24394.45,24824.9,24380.85,24759.8,0,0
2018-04-06T00:00:00+0530,24776.35,24933.6,24626.4,24873.15,0,0
2018-04-09T00:00:00+0530,24848.85,25152.85,24828,25093.8,0,0
2018-04-10T00:00:00+0530,25153.6,25279.9,25120.2,25226.8,0,0
2018-04-11T00:00:00+0530,25198.35,25207.05,24950.3,25098.25,0,0
2018-04-12T00:00:00+0530,25076.9,25244.8,24969.4,25195.1,0,0
2018-04-13T00:00:00+0530,25239.65,25411.3,25076.85,25200.6,0,0
2018-04-16T00:00:00+0530,25082.1,25348.55,25067.35,25320.85,0,0
2018-04-17T00:00:00+0530,25383.75,25402.55,25224,25334.45,0,0
2018-04-18T00:00:00+0530,25426.75,25426.75,25058.75,25102.3,0,0
2018-04-19T00:00:00+0530,25206.45,25207.3,25049.7,25126.15,0,0
2018-04-20T00:00:00+0530,25126.8,25126.8,24839.3,24943.85,0,0
2018-04-23T00:00:00+0530,25065.5,25084.15,24466.1,24960.65,0,0
2018-04-24T00:00:00+0530,24972.2,25123.45,24955,25042.1,0,0
2018-04-25T00:00:00+0530,24993.4,24993.4,24734.6,24814.4,0,0
2018-04-26T00:00:00+0530,24833.2,25064,24753.4,25010.9,0,0
2018-04-27T00:00:00+0530,25030.15,25441.5,25029.65,25394.6,0,0
2018-04-30T00:00:00+0530,25490.15,25617.5,25464.8,25531.6,0,0
2018-05-02T00:00:00+0530,25607.05,25716.75,25499.35,25568.3,0,0
2018-05-03T00:00:00+0530,25547.9,25653.45,25469.05,25605.25,0,0
2018-05-04T00:00:00+0530,25632.3,25680.4,25537.7,25645.4,0,0
2018-05-07T00:00:00+0530,25676.25,25913.5,25675.15,25852.05,0,0
2018-05-08T00:00:00+0530,26074.15,26116.25,25954.6,26090.5,0,0
2018-05-09T00:00:00+0530,25988.1,26206.5,25946.3,26154.45,0,0
2018-05-10T00:00:00+0530,26216.1,26266.4,26057.2,26131,0,0
2018-05-11T00:00:00+0530,26173.7,26437.25,26099.85,26413.15,0,0
