Date,Open,High,Low,Close,Volume,Open Interest
2023-01-02T09:15:00+0530,18131.7,18150.15,18092.4,18101.85,0,0
2023-01-02T09:30:00+0530,18101.9,18150.3,18087.55,18150.2,0,0
2023-01-02T09:45:00+0530,18150.2,18171.75,18140.35,18160.3,0,0
2023-01-02T10:00:00+0530,18161.05,18172.95,18154.7,18162.9,0,0
2023-01-02T10:15:00+0530,18159.4,18171.95,18155.4,18156.75,0,0
2023-01-02T10:30:00+0530,18157.35,18189.9,18157.35,18183.75,0,0
2023-01-02T10:45:00+0530,18184.15,18187.35,18170.5,18181,0,0
2023-01-02T11:00:00+0530,18181.1,18199.3,18179.3,18186.5,0,0
2023-01-02T11:15:00+0530,18186.1,18192.45,18177.15,18183.95,0,0
2023-01-02T11:30:00+0530,18183.85,18189.05,18172.25,18186.4,0,0
2023-01-02T11:45:00+0530,18186.6,18187.7,18170.5,18173.1,0,0
2023-01-02T12:00:00+0530,18172.55,18192.95,18172.05,18192.05,0,0
2023-01-02T12:15:00+0530,18190.65,18197.3,18160.05,18167.15,0,0
2023-01-02T12:30:00+0530,18166.95,18186.35,18164.55,18169.9,0,0
2023-01-02T12:45:00+0530,18169.9,18173.85,18154.05,18158,0,0
2023-01-02T13:00:00+0530,18158.45,18185.05,18158.05,18182.35,0,0
2023-01-02T13:15:00+0530,18182.25,18193.45,18179.85,18182.3,0,0
2023-01-02T13:30:00+0530,18182.9,18185.45,18169.6,18171.4,0,0
2023-01-02T13:45:00+0530,18171.9,18177.6,18162.45,18163.1,0,0
2023-01-02T14:00:00+0530,18162.6,18176.95,18157.95,18170.1,0,0
2023-01-02T14:15:00+0530,18169.95,18169.95,18123.2,18147.35,0,0
2023-01-02T14:30:00+0530,18147.5,18164.05,18143.8,18156.7,0,0
2023-01-02T14:45:00+0530,18156.05,18205.1,18153.8,18181.6,0,0
2023-01-02T15:00:00+0530,18183.6,18201.7,18171.5,18193.05,0,0
2023-01-02T15:15:00+0530,18192.1,18215.1,18192.1,18207.1,0,0
2023-01-03T09:15:00+0530,18163.2,18190.7,18149.95,18161.1,0,0
2023-01-03T09:30:00+0530,18161.25,18197.55,18161.25,18193.7,0,0
2023-01-03T09:45:00+0530,18193.55,18210.05,18188.6,18209.4,0,0
2023-01-03T10:00:00+0530,18209.45,18232.5,18201.7,18230.25,0,0
2023-01-03T10:15:00+0530,18230.1,18235.35,18217.6,18219.05,0,0
2023-01-03T10:30:00+0530,18218.6,18238.6,18218.55,18223.15,0,0
2023-01-03T10:45:00+0530,18223.7,18236.15,18215.95,18226.4,0,0
2023-01-03T11:00:00+0530,18226.7,18238.95,18225.85,18231.25,0,0
2023-01-03T11:15:00+0530,18231.1,18240.4,18221.85,18236.55,0,0
2023-01-03T11:30:00+0530,18236.2,18239.45,18221.9,18230.6,0,0
2023-01-03T11:45:00+0530,18230.15,18233.1,18213.9,18218.45,0,0
2023-01-03T12:00:00+0530,18219.1,18224.25,18195.8,18197.55,0,0
2023-01-03T12:15:00+0530,18198.35,18198.95,18162.5,18175,0,0
2023-01-03T12:30:00+0530,18175.4,18187,18168.45,18181.3,0,0
2023-01-03T12:45:00+0530,18181.8,18188.4,18170.8,18179.7,0,0
2023-01-03T13:00:00+0530,18180.6,18192.3,18172.9,18184.55,0,0
2023-01-03T13:15:00+0530,18185.25,18195.95,18183.6,18194.15,0,0
2023-01-03T13:30:00+0530,18194.45,18208.5,18193.7,18203.4,0,0
2023-01-03T13:45:00+0530,18202.8,18225.1,18201.15,18221.15,0,0
2023-01-03T14:00:00+0530,18221.15,18224.1,18205.45,18205.45,0,0
2023-01-03T14:15:00+0530,18205.8,18234.6,18205.8,18227.95,0,0
2023-01-03T14:30:00+0530,18228.9,18239.2,18224.55,18238.05,0,0
2023-01-03T14:45:00+0530,18238.65,18251.85,18229.25,18231.65,0,0
2023-01-03T15:00:00+0530,18233,18243,18211.9,18240.65,0,0
2023-01-03T15:15:00+0530,18239.95,18241.9,18229.4,18234.3,0,0
2023-01-04T09:15:00+0530,18230.65,18241.2,18200.1,18233.4,0,0
2023-01-04T09:30:00+0530,18232.9,18238.65,18162.05,18163.85,0,0
2023-01-04T09:45:00+0530,18162.95,18166.9,18128.3,18128.3,0,0
2023-01-04T10:00:00+0530,18127.55,18139.4,18114,18129.8,0,0
2023-01-04T10:15:00+0530,18129.65,18157.85,18122.4,18154.2,0,0
2023-01-04T10:30:00+0530,18154.55,18164.5,18135.45,18141.9,0,0
2023-01-04T10:45:00+0530,18141.75,18142.6,18125.75,18136.65,0,0
2023-01-04T11:00:00+0530,18137.3,18137.7,18088.6,18096.85,0,0
2023-01-04T11:15:00+0530,18096.7,18112.15,18095.05,18109.85,0,0
2023-01-04T11:30:00+0530,18110.15,18110.7,18095.25,18100.2,0,0
2023-01-04T11:45:00+0530,18099.65,18100.5,18070.6,18075,0,0
2023-01-04T12:00:00+0530,18076.4,18077.45,18038,18040.25,0,0
2023-01-04T12:15:00+0530,18038.4,18064.35,18038.4,18055.6,0,0
2023-01-04T12:30:00+0530,18056.3,18062.1,18044.45,18059.05,0,0
2023-01-04T12:45:00+0530,18058.7,18075.4,18055.5,18056.75,0,0
2023-01-04T13:00:00+0530,18057,18085.15,18056.2,18078.95,0,0
2023-01-04T13:15:00+0530,18078.6,18082.55,18066.55,18077.5,0,0
2023-01-04T13:30:00+0530,18076.45,18103.25,18072.3,18098.2,0,0
2023-01-04T13:45:00+0530,18098.25,18123.95,18095.7,18114.25,0,0
2023-01-04T14:00:00+0530,18114.75,18131.4,18113.8,18125.6,0,0
2023-01-04T14:15:00+0530,18126.2,18130.15,18072.8,18079.45,0,0
2023-01-04T14:30:00+0530,18080.6,18088.4,18067.35,18069.1,0,0
2023-01-04T14:45:00+0530,18066.3,18067.25,18022.6,18056.3,0,0
2023-01-04T15:00:00+0530,18055.9,18068.7,18035.3,18052.85,0,0
2023-01-04T15:15:00+0530,18052.35,18054.45,18023.3,18036.85,0,0
2023-01-05T09:15:00+0530,18101.95,18101.95,18031.95,18074.8,0,0
2023-01-05T09:30:00+0530,18074.3,18119.05,18034.1,18034.3,0,0
2023-01-05T09:45:00+0530,18033.35,18056.55,18028.25,18037.25,0,0
2023-01-05T10:00:00+0530,18037.25,18065.15,18013.9,18063.25,0,0
2023-01-05T10:15:00+0530,18065,18084.4,18052.05,18063.35,0,0
2023-01-05T10:30:00+0530,18063.45,18068.65,18040.6,18052.8,0,0
2023-01-05T10:45:00+0530,18053.35,18053.35,18023.25,18033.6,0,0
2023-01-05T11:00:00+0530,18033.7,18045,18026.85,18037.1,0,0
2023-01-05T11:15:00+0530,18037.3,18045.1,18017.75,18022.35,0,0
2023-01-05T11:30:00+0530,18021.9,18023.5,18001.75,18015.15,0,0
2023-01-05T11:45:00+0530,18015.4,18017.6,17973.85,17981.95,0,0
2023-01-05T12:00:00+0530,17983.1,17986.5,17970.05,17981.1,0,0
2023-01-05T12:15:00+0530,17982.9,17985.45,17957.4,17958.05,0,0
2023-01-05T12:30:00+0530,17957.05,17967.35,17935,17940.05,0,0
2023-01-05T12:45:00+0530,17940.35,17951.7,17931.6,17938.05,0,0
